,EV/EBIT,Op. In./(NWC+FA),P/E,P/B,P/S,Op. In./Interest Expense,Working Capital Ratio,RoE,ROCE,Debt/Equity,Debt Ratio,Cash Ratio,Asset Turnover,Gross Profit Margin,Perf
7670,9.276101232,1.193414118,88.68855114,1.769528169,0.645830419,-200,3.273842799,0.01995216,0.062706054,0.763127697,2.310396679,2.406700367,76.02130045,0.511294628,-0.069478908
8871,32.12429048,0.133270134,112.283125,1.978500672,3.5815247,-114.0566038,1.682799612,0.017620641,0.046818702,0.609285163,2.641267606,0.459606987,0.486081047,0.64773198,-0.164426877
4656,20.16291492,1.229871492,27.19406675,1.676420385,2.137748756,5.4088812,1.286527222,0.06164655,0.061067576,1.160494392,1.861701709,0.259920025,13.19384615,0.309371113,-0.01216
1528,20.58862357,0.16549385,29.06388693,2.966038134,3.241615954,-200,5.076231221,0.102052356,0.096478295,0.554989051,2.80183735,3.09690897,22.03265447,0.615181779,-0.173564753
2775,22.09485219,0.099029609,49.46274005,3.040683847,1.5479764,3.009451796,2.751865672,0.06147423,0.067564047,2.701410884,1.370176935,0.136567164,1.198840172,0.239372618,-0.151000801
12087,11.81648393,0.499206674,18.72053056,4.552781291,2.697425138,-200,1.814107465,0.243197236,0.31494862,0.759626402,2.316436603,0.657148115,8.384685299,0.433820673,0.37316869
2183,192.3557838,0.123792192,276.2617341,27.73031682,9.058561764,-200,2.943442341,0.100376974,0.125489261,0.550088064,2.817890746,2.555938038,15.50399061,0.951675827,0.415878378
2966,73.26604839,0.686893876,68.89855959,24.5462852,2.485614035,6.053724054,1.044846917,0.35626703,0.038298201,14.97547684,1.066775837,0.200733075,6.810366427,0.598537628,-0.406946265
8219,35.44175498,0.203776509,56.41457363,5.236940677,6.895679664,-77.5,8.13735348,0.092829571,0.133334823,0.120087248,9.327278825,3.989639464,5.802244607,0.471489937,0.682054086
10898,18.85689639,0.152473911,49.51852575,2.901063197,3.043822487,2.899477545,0.118355485,0.058585411,0.102415423,2.028579772,1.492955719,0.077743322,0.341774368,0.543514783,-0.100694444
2457,-0.220862197,0.142761837,1.912892517,0.161284974,0.228403899,29.58029839,5.371136485,0.084314708,0.112004716,0.151852055,7.585357048,1.64184005,5.900281027,0.394737837,-0.192088853
3405,5.894615385,-0.018798231,0.130736865,0.003896976,0.004615663,800,1.351945655,0.02980778,0.019738741,0.719064762,2.390695321,0.444967998,0.689637784,0.285857225,0.294502159
2797,4.990837214,0.145794513,13.20872332,1.425357243,1.464462808,15.8988989,7.527457655,0.107910296,0.128109506,0.490048953,3.040612463,5.817420906,22.9889256,0.39362225,0.029829029
11474,36.68783082,0.617059891,54.73306195,10.995264,9.927505618,37.77777778,1.934383202,0.200888889,0.211231653,0.731555556,2.366950182,1.477690289,6.38974359,0.967897271,-0.233616219
3027,63.10669857,0.101083988,-64.66542877,1.659215624,4.616835995,1.07130386,0.051626974,-0.025658465,0.050068017,1.6994105,1.588439344,0.022114668,0.149229784,0.612704203,0.49009247
12238,43.86172266,0.178282964,108.1978643,1.786611354,1.688446728,2.094520759,1.704477544,0.016512446,0.026647607,1.205405724,1.829596193,0.922376421,16.40348891,0.620526496,0.434223541
2467,11.48217292,0.273639862,14.52923437,3.291934872,6.03262626,-200,8.279205782,0.226573183,0.247428267,0.075198597,14.29812044,6.490146774,8.455606644,0.772346229,1.264486889
4988,13.03668622,0.313395872,16.67707152,2.893361095,1.796910051,-200,2.76405317,0.173493355,0.135036365,1.031139639,1.969800754,1.237350361,12.30916722,0.381063388,0.372307692
3897,29.36777231,0.127626706,69.36775902,2.115512158,0.555321612,1.242097147,1.544021025,0.030497052,0.059231545,1.383901738,1.722594656,0.009540439,15.82205996,0.275235632,0.158145065
1344,13.1999263,0.073906761,16.02051748,1.333810304,1.234276695,2.978526777,0.87900822,0.083256381,0.066016465,2.269425015,1.440640247,0.132046567,0.45020383,0.187495838,0.141604855
12727,14.1534423,0.127259852,27.58338837,2.32074181,1.415418426,59.42054575,3.461792821,0.084135487,0.12122701,0.282849331,4.535451181,2.249126404,4.019143882,0.348689146,-0.101639344
5839,-3.082127384,0.096338665,0.019078492,0.001031433,0.000810423,66.22815534,3.322235391,0.054062618,0.081311998,0.394373263,3.535668854,0.768667169,15.67639645,0.285554242,0.459459459
4930,8.730570571,0.41307815,14.23754331,2.229003945,1.177192708,45.04347826,2.688566553,0.156558185,0.181867832,0.643244576,2.554618628,0.648464164,14.51795841,0.29375,0.016830295
3032,23.47535796,0.092446316,22.43434282,2.216380672,8.181448429,2.221450699,0.06896851,0.098794098,0.131538083,1.04427299,1.957604007,0.049852985,0.155369154,0.643292793,0.003915215
4849,32.54847626,0.342557121,64.70951956,4.965105931,2.25297835,-200,1.144735466,0.076729142,0.121773392,1.34959252,1.740964391,0.575325955,9.69919811,0.595596388,-0.137064071
12644,16.15848728,0.090060052,17.12836916,0.736202948,0.780759744,7.583396226,1.916651368,0.042981497,0.037622448,1.150549665,1.86914979,0.0953736,1.214524335,0.192210197,0.021149242
4353,14.10525129,0.926841993,26.75764075,6.949038833,3.820785545,8.569939463,8.517948367,0.259702972,0.166302071,2.225167639,1.449404343,8.517948367,27.84850039,1,-0.000944287
3676,8.989534329,5,10.6037161,8.98932045,0.783843304,4.816702679,0.656244857,0.847751898,0.207920782,9.333674601,1.10713894,0.052619236,11.03635558,0.62447264,0.057999033
7419,48.21674497,1.28754717,42.64830621,2.806009915,2.729373144,-200,0.613026288,0.06579417,0.037944865,1.44053143,1.694188255,0.120760214,3.15020051,0.390695521,-0.018452646
6060,76.62617508,0.04890447,161.0474522,4.564671503,3.292645256,2.858546785,3.739180066,0.028343643,0.040356696,0.697456148,2.433781898,1.870711463,8.19065542,0.431541779,-0.127410871
1062,10.52432711,0.604696872,14.2486947,4.363941193,1.84532926,15.95475307,2.104279557,0.306269541,0.263541679,1.187802734,1.841890637,0.338651801,9.394281816,0.324165735,0.336826347
8303,11.4870432,0.259683006,17.58563713,3.439217516,1.763743031,412.3333333,3.257728894,0.195569685,0.228222524,0.478412471,3.090889603,1.529726516,9.841614907,0.462816872,0.338586156
6589,-7.131900961,0.030281182,-1.51075194,0.369073247,0.142485676,0.640898528,2.403869625,-0.244297715,0,1.606521219,1.622462989,0.490666683,2.301924484,0.169348191,1.722365039
4945,11.47706294,0.547272915,15.92441738,8.234567053,1.264253664,353.8666667,1.241939592,0.517103192,0.318249258,4.125089452,1.242418985,0.173228748,9.19559507,0.203871762,0.455139766
9690,42.48933384,0.321788777,25.83630138,15.56480606,14.06202352,10.10314762,7.373965148,0.602439406,0.239822321,0.670559706,2.491291514,1.883797004,3.628143917,0.938733109,0.932678571
3050,8.918210725,0.427815154,12.57688073,2.501605839,1.050482759,10.86554622,2.101082402,0.198905109,0.134257082,1.899635036,1.526416907,0.634601955,9.929347826,0.348257617,0.512867647
12037,6.647563835,0.789052275,14.42945681,2.86900276,3.495084913,-200,2.084209011,0.198829575,0.351352588,0.369968598,3.702932099,1.334964733,3.161627268,0.938735292,-0.125167535
7745,24.72712908,0.139090461,38.01850562,3.594383659,4.652262283,25.62096774,3.815323261,0.094543002,0.107332644,0.452574185,3.209582502,1.934964338,1.236662032,0.250521519,-0.137054396
2098,-5.233550301,-0.041203726,-3.617962348,0.310218307,0.124287698,800,6.186196279,-0.085743929,0,3.791984911,1.26371413,1.825365161,41.30660554,0.13438403,0.22815534
10807,-10.48702669,0.170132107,-8.982976907,1.227281856,3.476765526,-200,4.901006931,-0.136623067,0,0.103136195,10.69591709,2.680266771,0.833213548,0.875091763,0.637614679
9068,22.78267181,0.460599176,27.05462423,2.896598818,3.854028167,-200,1.490033336,0.107064833,0.064855816,1.575171544,1.634851489,0.792230764,3.548670638,0.802501484,0.133266866
7089,-500,-0.258295082,62.6462471,1.970686744,6.299081266,-200,0.895774749,0.031457379,0,0.219476563,5.556295158,0.566905046,10.74056471,0.794700066,-0.316384647
12856,20.57436548,0.510833675,19.72175642,2.75482964,2.116094414,8.476762804,1.197585635,0.139684802,0.091784507,1.210456989,1.826134269,0.086369613,4.763958321,0.531475067,0.044831591
5903,19.72943004,0.278842844,13.93263046,3.628646719,1.199210724,14.09215746,1.891401363,0.260442328,0.111690944,1.572794124,1.635811124,0.467283879,19.0777196,0.153624377,-0.307333333
11505,12.01947657,0.275054865,16.16942325,1.89690827,0.526581392,-200,2.274532808,0.117314529,0.12790744,0.810973833,2.233085408,0.00544708,13.15568799,0.235286029,0.029060941
3163,13.88051946,0.070594457,17.16832411,1.628363669,2.587372481,2.048527763,0.698201513,0.094846979,0.084917588,2.220417903,1.450365672,0.174278565,0.247487017,1,1.071848739
11078,14.02422135,0.279003287,19.03014666,4.788117594,4.062314215,-200,5.013833127,0.251606973,0.288110311,0.209641837,5.770040255,3.494172324,5.211523206,0.398567651,0.156881617
12017,25.4143617,0.015407855,77.81041667,1.024382885,0.936065163,0.476635514,2.169916435,0.013165112,0.029411765,0.950082282,2.052540416,0.816155989,1.615384615,0.538596491,-0.162266727
8013,-5.526118383,-0.271112003,-2.566318115,25.31048292,0.313112023,-8.215209125,2.125573505,-5,0,54.95823842,1.018195634,0.499248178,9.993429081,0.503879391,-0.767647059
4417,53.36045583,0.419469613,60.28574374,32.62793645,20.54842434,19.11257057,4.210072067,0.54122143,0.309662226,1.299591874,1.76947234,3.366944517,17.57670046,0.96670328,-0.251006711
9583,17.85274593,0.057139165,20.47850326,2.568253332,0.758844957,2.829649089,0.86301628,0.12541216,0.064028561,3.799765278,1.263174151,0.050004102,0.900994896,0.205599378,-0.416141101
9367,-41.17452897,0.385231882,-25.0397337,3.431541282,3.44244525,16.82000957,1.649437022,-0.137043841,0,0.856303904,2.167809694,1.225858701,8.089831354,0.837884645,0.790780142
3254,8.764874136,0.057235345,46.16963921,1.198889321,0.926752097,1.669704279,1.959348088,0.02596705,0.053849491,1.336552255,1.748193718,0.964533753,0.717311617,1,0.558508615
11145,11.2077659,0.202596827,22.42674596,2.260257137,0.542765568,46.89301503,2.793036035,0.100783999,0.114169365,0.80338594,2.244731767,1.140520976,23.88698836,0.267993494,0.391649049
2952,-8.254553933,-0.906501223,-7.875137902,17.24047057,34.98532104,-9.190697674,4.577720207,-2.189227768,0,2.001237094,1.499690918,4.308133145,51.01970443,0.986192913,0.112947658
5034,83.50539903,-0.509146341,-179.7013273,4.152761765,1.604562963,0.875874126,0.739027096,-0.023109244,0.016279162,4.303501401,1.232434016,0.45373158,7.9995671,0.488283998,0.619816909
2151,15.31918745,0.223176575,22.10111695,4.375731175,1.225972301,29.05615881,0.643573007,0.197986879,0.187116134,1.095606238,1.912736679,0.125216289,2.35443868,0.434045555,0.193358224
7622,11.63394696,0.578705166,19.02376563,3.430472504,3.802736268,-200,4.495776631,0.180325629,0.265559719,0.154411932,7.476183454,1.687236039,5.452243325,0.593472334,0.192086649
3578,11.92939817,1.061325207,18.68635153,2.997386179,1.498862817,6.799893193,1.222131502,0.160405105,0.159912379,1.318212237,1.758603184,0.20734331,8.240939107,0.412899218,-0.170243463
2253,10.9481772,0.179915644,14.89602668,6.627832827,0.528175305,3.420576401,0.763238658,0.444939645,0.167597777,5.742966438,1.174126039,0.154095649,2.394689589,0.689826015,-0.095246937
